transcript:Dr11350.1,4,14,12739137,12753193,-,13,19,51051,1,
transcript:Dr13902.1,4,4,26957685,26967638,+,7,51,51051,1,
transcript:Dr09896.1,4,5,27468001,27472334,+,5,66,51051,1,
transcript:Dr07692.1,4,10,6605025,6606888,+,19,104,51051,1,
Sp10g00297,4,10,1944609,1949682,-,14,8,51364,1,
Sp04g01044,4,4,5348963,5358085,+,6,262,51364,1,
Sp16g00303,4,16,1717708,1721045,-,17,830,51364,1,
Sp10g00108,4,10,578815,587131,+,8,732,51364,1,
Sp04g01045,4,4,5358887,5367294,-,5,184,51364,1,
PAC4GC:49835751,4,3,30878542,30885069,+,7,44,54711,1,
PAC4GC:49836073,4,3,6654863,6661574,+,15,949,54711,1,
PAC4GC:49815214,4,1,8708982,8722111,+,7,1058,54711,1,
PAC4GC:49818470,4,1,8726695,8737427,-,11,125,54711,1,
Aco017385.1,5,1,23950769,23954141,+,7,0,25734,1,
Aco026215.1,5,1,24153595,24156928,+,7,0,25734,1,
CDS17354,5,7,23625079,23675555,+,41,53,33018,1,
evm.model.AsparagusV1_10.516,5,10,10340460,10355249,-,6,85,33908,1,
transcript:Dr13835.1,5,4,27612749,27629719,+,6,44,51051,1,
Sp04g00909,5,4,4463489,4467776,+,18,43,51364,1,
PAC4GC:49839207,5,12,13885898,13892895,-,5,27,54711,1,
Aco017386.1,6,1,23954941,23957295,-,7,0,25734,1,
Aco026216.1,6,1,24157715,24162419,-,7,0,25734,1,
Aco004588.1,6,5,4211938,4222127,-,20,10,25734,1,
CDS18268,6,8,8257536,8261775,-,29,59,33018,1,
evm.model.AsparagusV1_04.1365,6,4,38763132,38764879,-,6,32,33908,1,
evm.model.AsparagusV1_10.513,6,10,10263954,10270933,+,30,90,33908,1,
transcript:Dr13836.1,6,4,27601712,27603824,-,5,349,51051,1,
PAC4GC:49834883,6,3,30888656,30892790,-,7,44,54711,1,
Aco022859.1,7,1,24029226,24033016,+,7,0,25734,1,
Aco015116.1,7,1,24200986,24204673,-,7,0,25734,1,
Aco011211.1,8,1,13403432,13407133,-,9,1,25734,1,
Aco011199.1,8,1,13516096,13518379,+,9,1,25734,1,
Aco027160.1,8,671,1080,4341,-,6,72,25734,1,
Aco009395.1,8,22,7202124,7205134,-,6,701,25734,1,
Aco003234.1,8,17,1324437,1326917,-,160,923,25734,1,
Aco007889.1,8,21,9797894,9801504,+,11,1093,25734,1,
Aco011219.1,8,1,13339020,13342506,+,8,3,25734,1,
CDS4009,8,2,9010971,9013692,+,29,930,33018,1,
CDS4016,8,2,9142622,9146564,-,34,13,33018,1,
CDS20790,8,9,29258809,29264605,+,11,1093,33018,1,
CDS4578,8,2,24901502,24904010,+,160,923,33018,1,
CDS4576,8,2,24891596,24893065,+,15,79,33018,1,
CDS845,8,1,12789527,12793479,+,84,23,33018,1,
CDS15329,8,6,35361259,35362645,+,84,23,33018,1,
evm.model.AsparagusV1_02.709,8,2,14213266,14243968,+,14,3,33908,1,
transcript:Dr20062.1,8,4,20972342,20975882,-,12,831,51051,1,
transcript:Dr06070.1,8,10,1294632,1296139,-,37,959,51051,1,
transcript:Dr06069.1,8,10,1290706,1291646,+,8,3,51051,1,
Sp07g00483,8,7,2802389,2803439,-,16,755,51364,1,
Sp04g00157,8,4,769702,772432,+,16,869,51364,1,
Sp07g00482,8,7,2799550,2799956,+,17,59,51364,1,
Sp13g00560,8,13,2777395,2779776,+,12,5,51364,1,
PAC4GC:49847556,8,5,9048350,9053055,-,18,73,54711,1,
PAC4GC:49846995,8,5,10619242,10637610,+,5,754,54711,1,
Aco011196.1,9,1,13559822,13580831,+,9,1,25734,1,
Aco011194.1,9,1,13590137,13593144,-,9,1,25734,1,
CDS4176,9,2,14301291,14342646,-,31,19,33018,1,
evm.model.AsparagusV1_04.367,9,4,8933575,8963804,+,13,27,33908,1,
transcript:Dr05576.1,9,14,741069,757365,+,24,16,51051,1,
Sp16g00100,9,16,483995,499816,+,26,14,51364,1,
PAC4GC:49847789,9,5,7323848,7363225,+,19,174,54711,1,
Aco011186.1,10,1,13639799,13686882,-,9,1,25734,1,
Aco018218.1,10,1,13880720,13883221,-,9,1,25734,1,
Aco018253.1,10,1,14325188,14329614,-,9,1,25734,1,
Aco018255.1,10,1,14349915,14350667,-,31,19,25734,1,
Aco007835.1,10,21,10152690,10152959,-,22,1091,25734,1,
Aco007837.1,10,21,10129347,10133553,-,6,968,25734,1,
Aco007877.1,10,21,9873908,9876278,+,9,1133,25734,1,
CDS21378,10,9,37800328,37801020,+,10,79,33018,1,
CDS4081,10,2,11834087,11836140,+,31,19,33018,1,
CDS4080,10,2,11787408,11788088,+,31,19,33018,1,
CDS17942,10,8,907735,908361,-,17,60,33018,1,
CDS4162,10,2,14023517,14025580,+,19,177,33018,1,
CDS17912,10,8,469801,472089,-,9,651,33018,1,
evm.model.AsparagusV1_04.749,10,4,18864127,18882951,+,20,38,33908,1,
evm.model.AsparagusV1_04.376,10,4,9137019,9138263,-,19,177,33908,1,
evm.model.AsparagusV1_10.1680,10,10,68988274,68999556,-,5,87,33908,1,
transcript:Dr09483.1,10,20,1223925,1230180,+,8,34,51051,1,
transcript:Dr09482.1,10,20,1203673,1206952,+,8,34,51051,1,
transcript:Dr00348.1,10,19,8433476,8433970,-,8,424,51051,1,
Sp10g00392,10,10,2512671,2518801,-,13,858,51364,1,
Sp10g00395,10,10,2527746,2529495,-,6,5,51364,1,
Sp16g00071,10,16,353495,355569,+,26,14,51364,1,
Sp07g00463,10,7,2732181,2733701,+,9,651,51364,1,
Sp04g00231,10,4,1107528,1108133,-,7,380,51364,1,
Sp10g00393,10,10,2519680,2520651,-,6,5,51364,1,
Sp04g00179,10,4,843535,845831,-,12,182,51364,1,
PAC4GC:49847367,10,5,4295375,4296912,+,8,79,54711,1,
PAC4GC:49848399,10,5,24961134,24962533,-,23,66,54711,1,
PAC4GC:49848439,10,5,25015847,25016377,-,23,66,54711,1,
PAC4GC:49847056,10,5,4188798,4189514,+,8,79,54711,1,
PAC4GC:49845954,10,5,24204688,24207355,+,17,1123,54711,1,
PAC4GC:49848539,10,5,6611762,6614133,-,18,73,54711,1,
Aco018242.1,11,1,14212074,14212409,+,9,1,25734,1,
Aco024554.1,11,1,15068071,15069004,-,9,1,25734,1,
Aco005344.1,11,11,9275086,9275783,-,9,36,25734,1,
Aco011325.1,12,1,12378944,12384665,-,6,2,25734,1,
Aco028977.1,12,1,19144559,19150171,+,6,2,25734,1,
CDS3928,12,2,7022618,7041517,+,38,18,33018,1,
evm.model.AsparagusV1_04.2755,12,4,111883485,111891849,-,11,180,33908,1,
transcript:Dr13359.1,12,4,25027888,25031727,-,15,40,51051,1,
transcript:Dr06090.1,12,10,1517819,1521009,+,6,46,51051,1,
Sp04g00336,12,4,1626754,1632435,-,19,35,51364,1,
PAC4GC:49847513,12,5,13116827,13125368,-,8,83,54711,1,
Aco011317.1,13,1,12451931,12455493,+,6,2,25734,1,
Aco022407.1,13,1,19437594,19441141,+,6,2,25734,1,
CDS3911,13,2,6681219,6686390,-,10,23,33018,1,
evm.model.AsparagusV1_04.2892,13,4,120524868,120545422,+,6,183,33908,1,
transcript:Dr13351.1,13,4,25093939,25096832,-,15,40,51051,1,
Aco011314.1,14,1,12477590,12484786,-,6,2,25734,1,
Aco022411.1,14,1,19474664,19475787,-,6,2,25734,1,
Aco019363.1,14,5,6410251,6416039,+,6,14,25734,1,
Aco011372.1,14,1,12059862,12070265,-,13,12,25734,1,
Aco004760.1,14,5,5558167,5561162,+,13,12,25734,1,
Aco003439.1,14,17,2870917,2874517,-,18,51,25734,1,
Aco011293.1,14,1,12675416,12683404,+,6,14,25734,1,
Aco019346.1,14,5,6199281,6202175,+,6,14,25734,1,
Aco011330.1,14,1,12350120,12350585,+,17,59,25734,1,
Aco007987.1,14,21,9015365,9015865,+,17,59,25734,1,
Aco010455.1,14,3,2655021,2667216,-,6,126,25734,1,
Aco008891.1,14,9,11895278,11897287,-,6,126,25734,1,
Aco004756.1,14,5,5527177,5531684,+,6,220,25734,1,
Aco003441.1,14,17,2883002,2885700,-,6,220,25734,1,
Aco008034.1,14,21,8620533,8624087,-,15,225,25734,1,
Aco016687.1,14,17,145334,146919,+,70,400,25734,1,
Aco007769.1,14,21,10542207,10547042,-,70,400,25734,1,
Aco006489.1,14,14,1910802,1915842,+,7,812,25734,1,
Aco013587.1,14,20,1613249,1621143,+,5,1057,25734,1,
Aco007947.1,14,21,9315314,9317833,-,6,1076,25734,1,
Aco019364.1,14,5,6420748,6421431,+,33,306,25734,1,
Aco011376.1,14,1,12045360,12048042,+,36,14,25734,1,
Aco018026.1,14,1,20315768,20324618,+,5,15,25734,1,
Aco011292.1,14,1,12683889,12687964,-,38,18,25734,1,
Aco004810.1,14,5,6032921,6036673,+,33,306,25734,1,
Aco004574.1,14,5,4125374,4128814,+,12,309,25734,1,
Aco003255.1,14,17,1453997,1458386,-,160,923,25734,1,
Aco007961.1,14,21,9232783,9238814,+,66,1077,25734,1,
Aco022722.1,14,21,6505009,6517018,-,7,1080,25734,1,
Aco003335.1,14,17,2132462,2134782,-,71,840,25734,1,
Aco007949.1,14,21,9309832,9313380,+,6,974,25734,1,
Aco013487.1,14,20,678900,682861,-,6,925,25734,1,
Aco015042.1,14,1,24824198,24829947,+,6,54,25734,1,
Aco025059.1,14,1,18463513,18466319,+,5,6,25734,1,
CDS4827,14,2,29456956,29462674,-,10,310,33018,1,
CDS18456,14,8,17498890,17505533,+,8,349,33018,1,
CDS20624,14,9,26185310,26190163,+,8,356,33018,1,
CDS4326,14,2,20947757,20949076,+,160,923,33018,1,
CDS3647,14,2,2092509,2098816,+,6,931,33018,1,
CDS20631,14,9,26290756,26301490,+,8,356,33018,1,
CDS4749,14,2,27977168,27989192,+,5,15,33018,1,
CDS20929,14,9,30967985,30979418,-,5,1057,33018,1,
CDS3840,14,2,5140936,5150201,+,33,306,33018,1,
CDS3823,14,2,4683493,4687298,+,33,306,33018,1,
CDS18459,14,8,17540258,17546233,+,8,349,33018,1,
CDS5109,14,2,36352191,36378934,-,12,309,33018,1,
CDS20975,14,9,31660241,31666752,-,46,1090,33018,1,
CDS4595,14,2,25148206,25152440,-,160,923,33018,1,
CDS20826,14,9,29655394,29659736,-,99,943,33018,1,
CDS3897,14,2,6164801,6177134,+,38,18,33018,1,
CDS4700,14,2,27020299,27032655,-,66,1077,33018,1,
CDS21006,14,9,31908494,31920576,-,46,1090,33018,1,
CDS4745,14,2,27950707,27951228,-,16,21,33018,1,
CDS4942,14,2,31666680,31682031,+,7,1080,33018,1,
CDS20344,14,9,19854890,19871939,-,68,1086,33018,1,
CDS21089,14,9,32766316,32766822,+,46,1090,33018,1,
CDS10250,14,4,31469868,31476984,-,25,180,33018,1,
CDS23154,14,11,6218424,6236769,-,12,206,33018,1,
CDS18460,14,8,17548477,17572449,-,7,812,33018,1,
CDS3649,14,2,2112804,2138732,-,36,14,33018,1,
CDS21094,14,9,32833117,32845006,+,9,121,33018,1,
CDS20742,14,9,28494424,28526706,-,25,882,33018,1,
CDS18385,14,8,15380874,15391465,+,9,663,33018,1,
CDS3985,14,2,8180585,8185313,-,14,170,33018,1,
CDS3822,14,2,4667445,4673334,+,16,177,33018,1,
evm.model.AsparagusV1_10.1481,14,10,61524049,61534830,+,8,206,33908,1,
evm.model.AsparagusV1_04.1883,14,4,61378527,61385908,+,8,314,33908,1,
evm.model.AsparagusV1_10.1438,14,10,60402045,60406127,+,6,338,33908,1,
evm.model.AsparagusV1_02.685,14,2,13420695,13424061,+,71,840,33908,1,
evm.model.AsparagusV1_09.728,14,9,19152819,19155996,+,13,867,33908,1,
evm.model.AsparagusV1_10.1118,14,10,41654844,41656352,-,5,89,33908,1,
evm.model.AsparagusV1_09.298,14,9,4625342,4640866,-,21,1014,33908,1,
evm.model.AsparagusV1_04.1877,14,4,61172893,61177625,+,8,314,33908,1,
evm.model.AsparagusV1_02.497,14,2,8929295,8935282,+,14,842,33908,1,
evm.model.AsparagusV1_09.404,14,9,7360499,7380383,+,9,860,33908,1,
evm.model.AsparagusV1_10.1444,14,10,60560957,60568132,+,5,876,33908,1,
evm.model.AsparagusV1_10.877,14,10,26026668,26041789,-,5,343,33908,1,
evm.model.AsparagusV1_04.1879,14,4,61205239,61216342,-,10,40,33908,1,
evm.model.AsparagusV1_02.389,14,2,6639044,6644356,+,7,160,33908,1,
evm.model.AsparagusV1_10.1445,14,10,60581763,60597300,-,7,84,33908,1,
evm.model.AsparagusV1_04.2895,14,4,120601309,120614508,-,6,183,33908,1,
evm.model.AsparagusV1_02.924,14,2,20941496,20952059,-,5,165,33908,1,
evm.model.AsparagusV1_10.976,14,10,32738473,32745068,-,5,88,33908,1,
evm.model.AsparagusV1_02.617,14,2,11518470,11547676,+,7,306,33908,1,
evm.model.AsparagusV1_02.875,14,2,19087580,19089087,-,13,844,33908,1,
evm.model.AsparagusV1_05.3425,14,5,128524864,128530929,-,18,380,33908,1,
evm.model.AsparagusV1_02.687,14,2,13502401,13503048,-,10,175,33908,1,
transcript:Dr20044.1,14,4,21152245,21164317,-,12,831,51051,1,
transcript:Dr02622.1,14,2,24620883,24632546,-,8,188,51051,1,
transcript:Dr13253.1,14,4,26147370,26151556,-,6,299,51051,1,
transcript:Dr10180.1,14,4,4767225,4768349,-,6,54,51051,1,
transcript:Dr13076.1,14,4,23560176,23562675,-,6,969,51051,1,
transcript:Dr13255.1,14,4,26129829,26141863,+,25,46,51051,1,
transcript:Dr08971.1,14,5,4398113,4400920,+,17,310,51051,1,
transcript:Dr13290.1,14,4,25837978,25840371,+,15,40,51051,1,
transcript:Dr13352.1,14,4,25086136,25089998,+,22,39,51051,1,
transcript:Dr17585.1,14,10,2763122,2768264,-,15,259,51051,1,
transcript:Dr17341.1,14,9,22848709,22850510,-,8,689,51051,1,
transcript:Dr13318.1,14,4,25477303,25478047,-,28,300,51051,1,
transcript:Dr18354.1,14,10,5559506,5568282,-,11,700,51051,1,
transcript:Dr13248.1,14,4,26178500,26183378,-,28,300,51051,1,
transcript:Dr20049.1,14,4,21060890,21063659,+,14,170,51051,1,
transcript:Dr11305.1,14,14,12158564,12160382,-,5,263,51051,1,
transcript:Dr01332.1,14,17,13891558,13900496,+,6,824,51051,1,
transcript:Dr13328.1,14,4,25329143,25331150,-,6,974,51051,1,
transcript:Dr08974.1,14,5,4354065,4357640,+,17,310,51051,1,
Sp09g00122,14,9,547341,550355,+,10,186,51364,1,
Sp07g00572,14,7,3337695,3351729,+,14,878,51364,1,
Sp10g00173,14,10,1024377,1030406,+,5,238,51364,1,
Sp16g00170,14,16,913348,914600,+,12,246,51364,1,
Sp16g00137,14,16,694189,698926,-,7,249,51364,1,
Sp04g00492,14,4,2417839,2421379,+,23,257,51364,1,
Sp16g00164,14,16,883657,887623,+,12,246,51364,1,
Sp04g00420,14,4,2057287,2062326,-,19,35,51364,1,
Sp04g00488,14,4,2394204,2395851,+,23,257,51364,1,
Sp04g00645,14,4,3198451,3200329,+,23,257,51364,1,
Sp07g00573,14,7,3351923,3355570,+,12,271,51364,1,
Sp04g00494,14,4,2425601,2436848,-,19,36,51364,1,
Sp04g00278,14,4,1385585,1388837,+,51,186,51364,1,
Sp16g00200,14,16,1070339,1075968,-,13,167,51364,1,
Sp10g00104,14,10,533793,538630,+,10,123,51364,1,
Sp07g00803,14,7,5678653,5681782,+,6,214,51364,1,
Sp05g00938,14,5,6279180,6287050,-,11,649,51364,1,
Sp04g00010,14,4,54664,56051,+,24,744,51364,1,
Sp07g00371,14,7,2332894,2333958,-,11,757,51364,1,
Sp10g00353,14,10,2225014,2233277,+,22,728,51364,1,
Sp07g00497,14,7,2869049,2871366,-,16,120,51364,1,
PAC4GC:49828280,14,10,21444376,21445684,+,30,190,54711,1,
PAC4GC:49846032,14,5,20595727,20597775,+,13,967,54711,1,
PAC4GC:49805700,14,11,5378593,5383632,+,10,1103,54711,1,
PAC4GC:49847136,14,5,20047707,20054000,+,10,1124,54711,1,
PAC4GC:49805665,14,11,10929442,10932651,+,11,309,54711,1,
PAC4GC:49808990,14,11,11020307,11028114,-,13,4,54711,1,
PAC4GC:49836533,14,3,546599,555990,+,19,49,54711,1,
PAC4GC:49837423,14,3,561804,565981,-,19,948,54711,1,
PAC4GC:49806304,14,11,5173408,5175841,-,14,307,54711,1,
PAC4GC:49848331,14,5,19636585,19644571,-,6,338,54711,1,
PAC4GC:49846923,14,5,19579526,19583271,+,9,973,54711,1,
PAC4GC:49849136,14,5,12308797,12312513,-,8,83,54711,1,
PAC4GC:49808985,14,11,11012084,11016129,+,11,309,54711,1,
PAC4GC:49806362,14,11,3119503,3119997,+,13,5,54711,1,
PAC4GC:49840491,14,12,14471921,14478620,-,33,317,54711,1,
PAC4GC:49809078,14,11,2238602,2256937,-,12,729,54711,1,
PAC4GC:49808259,14,11,4420452,4427205,+,5,731,54711,1,
PAC4GC:49848532,14,5,23744511,23759575,-,6,756,54711,1,
PAC4GC:49818173,14,1,6707303,6716655,-,7,721,54711,1,
PAC4GC:49846900,14,5,22187492,22192451,+,5,344,54711,1,
PAC4GC:49848336,14,5,19584409,19587945,+,16,177,54711,1,
PAC4GC:49847615,14,5,319304,320584,+,16,964,54711,1,
PAC4GC:49808101,14,11,2767211,2774511,-,6,23,54711,1,
PAC4GC:49817923,14,1,3961383,3965823,-,5,474,54711,1,
PAC4GC:49847120,14,5,22326533,22334115,+,15,963,54711,1,
PAC4GC:49847595,14,5,12227073,12227666,-,8,83,54711,1,
PAC4GC:49806407,14,11,5548744,5550863,+,5,337,54711,1,
Aco011304.1,15,1,12568323,12570306,+,6,2,25734,1,
Aco022413.1,15,1,19531484,19533395,+,6,2,25734,1,
evm.model.AsparagusV1_04.2918,15,4,121260265,121262739,-,7,41,33908,1,
transcript:Dr07240.1,15,5,172131,174100,-,10,526,51051,1,
Sp04g00389,15,4,1868831,1870808,+,19,35,51364,1,
PAC4GC:49848505,15,5,17940775,17942379,+,6,81,54711,1,
Aco011281.1,16,1,12780645,12783704,-,6,2,25734,1,
Aco018036.1,16,1,20182433,20186758,-,6,2,25734,1,
Aco015060.1,16,1,24714500,24733930,-,20,10,25734,1,
Aco004662.1,16,5,4860799,4864099,-,20,10,25734,1,
Aco019066.1,16,20,43462,47826,-,7,57,25734,1,
Aco017797.1,16,21,245239,246256,-,9,60,25734,1,
Aco011286.1,16,1,12747115,12750920,+,12,48,25734,1,
Aco003342.1,16,17,2169139,2173824,+,12,48,25734,1,
Aco019377.1,16,5,6540968,6546180,-,9,226,25734,1,
Aco007924.1,16,21,9500121,9502253,+,9,226,25734,1,
Aco003301.1,16,17,1846655,1848742,-,12,622,25734,1,
Aco011311.1,16,1,12514343,12515872,-,12,622,25734,1,
Aco004591.1,16,5,4236347,4240029,+,13,228,25734,1,
Aco016086.1,16,21,1176541,1180141,-,13,228,25734,1,
Aco017148.1,16,18,914369,916784,-,6,403,25734,1,
Aco016087.1,16,21,1186416,1189061,-,6,403,25734,1,
Aco010662.1,16,10,2491307,2491945,+,8,333,25734,1,
Aco006140.1,16,16,8560982,8563120,+,8,333,25734,1,
Aco006628.1,16,1,23131616,23139559,+,10,65,25734,1,
Aco004781.1,16,5,5749319,5751379,-,32,305,25734,1,
Aco003347.1,16,17,2240829,2248306,-,7,929,25734,1,
Aco008105.1,16,21,7780624,7786203,-,68,1086,25734,1,
Aco011252.1,16,1,13060240,13061428,+,34,13,25734,1,
Aco003269.1,16,17,1584671,1585953,-,160,923,25734,1,
Aco011400.1,16,1,11858158,11860113,-,36,14,25734,1,
Aco013556.1,16,20,1322336,1324570,-,6,1035,25734,1,
Aco011309.1,16,1,12520036,12525091,+,38,18,25734,1,
Aco019360.1,16,5,6394163,6395968,+,33,306,25734,1,
Aco001520.1,16,18,9962437,9963006,+,165,969,25734,1,
Aco022873.1,16,1,24113979,24116094,-,9,58,25734,1,
Aco002585.1,16,4,506795,516492,-,43,257,25734,1,
Aco014945.1,16,4,10811760,10813935,+,15,287,25734,1,
Aco002886.1,16,6,12315208,12316965,-,7,420,25734,1,
Aco006257.1,16,14,3845572,3846966,-,5,833,25734,1,
Aco009773.1,16,10,290739,292931,-,44,632,25734,1,
Aco013672.1,16,13,11331324,11333828,+,38,751,25734,1,
Aco014319.1,16,5,419557,421755,+,31,319,25734,1,
Aco005456.1,16,11,10356715,10359381,-,16,651,25734,1,
Aco006684.1,16,1,22719851,22722222,-,14,39,25734,1,
Aco004659.1,16,5,4845086,4847032,+,28,341,25734,1,
Aco016182.1,16,17,10735261,10739212,-,6,828,25734,1,
Aco018046.1,16,1,20071000,20072745,-,6,41,25734,1,
CDS3595,16,2,1452429,1454360,-,36,14,33018,1,
CDS4836,16,2,29632390,29635020,+,16,21,33018,1,
CDS3708,16,2,2893861,2895960,-,32,305,33018,1,
CDS21019,16,9,32018278,32022912,+,99,943,33018,1,
CDS3886,16,2,5978952,5980997,+,38,18,33018,1,
CDS21028,16,9,32148542,32160973,-,99,943,33018,1,
CDS4711,16,2,27295194,27308459,-,160,923,33018,1,
CDS12082,16,5,3315189,3315878,-,165,969,33018,1,
CDS27140,16,14,25019,25609,+,54,986,33018,1,
CDS21029,16,9,32179410,32183726,-,6,73,33018,1,
CDS12615,16,5,10644675,10646966,-,5,968,33018,1,
CDS20133,16,9,6404692,6407390,+,10,1095,33018,1,
CDS3817,16,2,4610475,4614527,-,38,18,33018,1,
CDS17361,16,7,23961322,23967066,+,9,58,33018,1,
CDS18274,16,8,8505464,8511576,+,9,66,33018,1,
CDS20410,16,9,21482551,21492965,+,68,1086,33018,1,
CDS4713,16,2,27312572,27317671,-,5,17,33018,1,
CDS28345,16,14,21890382,21891328,-,15,287,33018,1,
CDS4651,16,2,26402135,26404276,-,41,1078,33018,1,
CDS29194,16,15,19355231,19357925,-,7,420,33018,1,
CDS3802,16,2,4427946,4435218,+,38,18,33018,1,
CDS13009,16,5,24416484,24418079,-,5,44,33018,1,
CDS16072,16,7,1246728,1249019,-,44,632,33018,1,
CDS20939,16,9,31093416,31095488,-,99,943,33018,1,
CDS6558,16,2,62481498,62484509,+,38,751,33018,1,
CDS61,16,1,1307648,1310293,+,13,894,33018,1,
CDS18165,16,8,5337869,5352429,-,10,65,33018,1,
CDS6801,16,3,1354781,1356973,+,31,319,33018,1,
CDS3960,16,2,7611403,7612461,+,34,13,33018,1,
CDS4617,16,2,25463305,25464252,-,23,20,33018,1,
CDS20849,16,9,29968981,29970015,-,14,76,33018,1,
CDS22470,16,10,22336587,22345795,-,20,85,33018,1,
CDS4704,16,2,27124336,27126013,+,160,923,33018,1,
CDS4227,16,2,17285305,17287629,-,13,179,33018,1,
CDS15166,16,6,32735084,32809763,-,15,582,33018,1,
CDS20134,16,9,6509594,6513329,+,11,845,33018,1,
CDS20972,16,9,31615985,31617484,+,23,872,33018,1,
CDS12616,16,5,10648721,10650832,-,18,501,33018,1,
CDS3813,16,2,4591109,4600129,-,49,168,33018,1,
