60
30	22	25	26	23	22	24	20	20	21	19	0	20	17	20	20	20	17	15	22	19	21	19	20	19	17	4	21	20	19	20	16	10	17	17	14	20	16	20	16	15	19	17	18	23	14	15	12	8	17	16	4	13	4	14	6	1	1	9	0
33	25	35	33	25	30	22	23	20	23	20	26	0	16	21	23	24	17	16	23	21	22	21	27	23	20	11	18	20	21	21	18	9	15	22	18	16	22	27	14	17	20	19	18	21	14	15	11	15	17	15	8	18	9	14	13	8	7	10	6
16	16	19	19	19	19	19	16	17	15	16	17	15	0	16	16	14	14	16	15	16	17	15	17	13	13	3	14	16	15	17	12	7	14	14	11	13	14	17	12	14	16	16	12	21	14	13	11	4	13	14	1	13	2	12	3	2	1	9	1
23	20	21	26	21	20	19	20	17	19	18	21	18	14	0	16	16	17	15	18	19	20	16	17	14	13	3	15	16	15	19	14	6	15	12	12	15	15	20	13	15	17	14	15	20	14	14	11	4	14	14	2	13	4	13	5	0	0	11	1
28	23	26	23	24	25	24	18	19	20	20	25	24	15	19	0	20	17	14	20	17	22	20	21	21	17	4	19	21	18	20	18	6	14	16	12	13	15	18	16	11	17	16	16	20	13	13	10	9	17	14	3	15	4	9	5	2	2	6	1
25	22	25	21	21	23	20	19	20	21	18	21	23	16	16	20	0	17	14	21	19	19	19	20	23	20	4	19	19	16	20	15	6	14	20	11	14	19	20	15	15	19	19	16	20	15	13	11	9	17	15	4	16	4	11	7	4	3	7	2
16	17	16	18	19	16	15	16	17	16	18	17	15	13	17	16	16	0	12	15	15	16	13	12	15	13	0	16	14	13	16	14	5	13	12	10	14	14	16	14	14	15	12	12	17	15	14	11	3	15	13	1	11	2	12	5	0	0	10	0
14	19	21	18	19	20	16	18	16	16	14	19	18	14	17	14	16	14	0	15	19	16	15	15	15	11	3	14	14	15	14	12	7	16	13	14	15	16	16	9	14	17	15	13	15	13	12	9	3	12	14	4	14	3	11	4	1	2	9	1
26	21	22	26	21	20	22	21	20	22	19	24	19	15	20	23	19	17	13	0	19	19	22	19	18	15	3	19	20	16	19	15	7	15	15	12	17	18	17	15	16	19	16	14	21	14	15	11	7	15	15	2	14	2	12	8	3	1	9	0
19	19	26	23	22	22	19	21	18	16	18	21	21	14	17	18	18	16	14	17	0	18	16	19	17	16	2	16	16	15	18	14	7	15	16	11	13	19	17	12	14	18	17	16	19	11	11	10	6	16	15	7	15	5	14	6	3	3	10	1
23	21	29	29	22	25	22	21	20	20	20	23	24	17	20	18	22	17	19	23	24	0	19	21	17	17	5	17	19	19	19	16	9	16	16	15	14	20	23	13	16	19	20	16	22	14	13	12	6	19	15	6	17	6	15	6	4	3	10	1
19	20	20	19	20	21	17	19	19	15	16	21	17	14	17	16	18	15	14	19	16	20	0	17	19	14	3	17	17	15	17	12	5	15	14	11	13	16	17	13	14	18	15	13	18	14	12	10	3	13	13	2	12	2	11	4	2	1	8	0
22	20	24	23	22	21	19	19	19	19	19	22	20	16	18	22	18	18	15	20	20	20	19	0	18	17	3	17	19	15	18	15	6	15	17	11	15	16	19	15	16	17	17	16	20	15	14	11	7	16	15	3	16	4	11	4	3	2	7	1
26	22	25	21	22	22	19	20	21	19	20	22	22	17	17	19	22	17	15	18	20	19	18	20	0	18	6	20	20	16	20	15	5	14	22	11	14	19	22	16	14	18	18	18	20	15	14	12	10	18	16	2	17	7	12	6	2	3	9	2
20	19	21	19	18	21	20	18	19	17	18	20	21	14	16	19	22	17	14	20	16	21	18	19	20	0	2	19	17	16	18	15	7	14	18	12	14	17	18	15	14	18	18	15	19	14	14	11	5	18	14	3	14	3	11	6	2	2	8	1
18	3	16	13	10	8	5	4	2	5	3	4	8	3	3	2	4	2	2	4	5	6	2	3	2	3	0	1	3	4	3	3	5	2	3	15	2	7	12	0	1	1	2	7	3	1	1	0	11	3	2	10	1	11	2	10	12	8	2	9
18	19	18	19	20	20	20	18	20	15	18	20	16	13	16	18	17	17	10	18	14	17	15	18	18	14	2	0	18	13	15	15	5	10	17	8	12	13	16	16	13	16	13	13	17	13	12	9	4	14	14	1	11	3	8	4	1	1	6	0
19	20	22	20	21	20	20	19	20	19	19	22	18	17	17	18	18	17	15	19	19	20	19	19	17	15	3	18	0	17	19	13	5	14	16	11	14	15	19	15	15	19	16	14	21	15	14	12	4	15	16	1	13	3	12	3	1	1	8	0
21	17	25	25	23	21	18	18	17	17	15	18	20	16	17	16	16	16	14	17	18	14	14	17	15	14	5	14	16	0	18	15	9	13	16	14	14	16	20	12	13	14	13	12	18	14	13	12	7	15	13	2	12	6	13	5	4	2	9	2
25	22	26	22	22	27	22	23	21	23	19	22	22	17	18	22	20	16	15	20	20	20	19	22	20	19	6	20	19	17	0	13	6	14	21	15	15	16	21	16	14	18	19	16	22	14	13	10	10	17	14	4	14	6	11	8	4	4	9	3
19	18	22	24	22	19	19	17	18	15	17	19	19	14	17	17	17	15	15	18	17	18	17	18	18	15	4	17	16	18	17	0	6	12	14	11	16	16	18	14	14	17	15	13	19	14	15	12	5	14	13	4	15	4	11	5	2	2	9	2
13	5	8	15	7	3	8	7	5	10	2	5	4	3	9	3	4	6	7	9	2	8	4	4	2	2	3	4	3	3	3	7	0	4	6	7	7	3	5	2	4	5	2	4	5	2	4	4	8	2	3	4	4	4	4	3	3	2	4	1
14	14	16	16	16	13	13	13	12	13	12	15	13	13	15	12	12	13	12	13	14	15	11	11	12	9	1	12	12	12	12	11	7	0	10	13	11	13	14	10	12	13	11	13	13	12	11	10	4	10	12	3	9	3	13	3	1	2	10	0
22	20	21	22	19	21	19	18	20	20	18	18	20	16	17	20	19	17	13	18	17	17	17	20	20	16	4	18	18	16	20	15	6	13	0	12	14	16	19	16	12	16	17	14	18	15	12	13	7	16	13	2	13	4	11	5	2	2	8	1
25	14	24	18	23	12	11	13	11	11	10	12	13	6	10	9	12	9	8	10	12	13	6	8	9	6	10	10	8	10	7	13	7	8	11	0	7	14	21	6	7	9	5	14	10	5	7	7	10	8	7	14	9	12	7	14	14	11	7	8
22	18	19	22	19	18	15	16	17	18	15	17	15	14	17	14	16	17	12	17	15	14	14	14	16	11	3	16	15	15	16	13	4	12	14	9	0	14	16	12	13	13	12	12	15	15	14	10	8	13	13	2	11	4	11	5	1	1	10	1
25	20	30	24	26	20	18	20	19	19	20	20	21	14	18	16	20	17	15	18	21	20	18	18	20	15	9	16	19	15	18	17	9	16	17	18	14	0	25	13	14	17	16	18	18	15	12	11	9	15	14	10	15	10	13	12	7	8	10	5
28	20	29	23	27	23	18	19	19	20	20	18	22	16	16	17	19	15	16	18	19	21	18	20	18	17	11	15	17	17	20	14	7	15	16	23	12	18	0	12	13	19	17	20	19	14	13	10	11	18	14	12	15	11	12	13	12	8	8	7
15	16	16	15	16	16	16	13	16	15	16	16	14	11	13	15	13	13	9	13	12	14	12	14	13	13	1	16	16	13	14	14	4	8	14	7	12	11	12	0	11	12	10	9	15	12	11	9	3	14	12	1	12	3	8	4	0	0	7	0
13	16	17	15	16	17	16	18	14	15	15	15	16	12	15	14	15	13	12	13	14	14	13	12	11	9	0	13	14	10	15	13	5	12	12	10	10	11	16	11	0	14	11	14	14	10	11	8	4	9	12	1	13	2	11	3	1	1	10	1
18	19	21	20	19	19	19	18	19	18	17	19	18	13	17	19	18	16	14	18	18	20	19	18	17	16	2	18	18	15	16	14	6	14	15	11	12	15	18	14	16	0	15	14	19	13	13	10	3	15	14	3	14	3	10	4	2	2	8	0
18	21	21	19	21	21	20	20	20	18	18	20	19	17	17	20	17	17	15	19	18	18	19	20	18	18	2	18	18	17	18	14	5	13	18	11	14	16	17	15	14	19	0	14	21	15	12	12	3	15	14	2	14	2	13	5	1	1	8	0
23	18	28	20	22	16	16	18	14	17	15	16	17	12	16	12	14	14	14	13	17	17	11	13	10	11	7	13	13	12	16	15	8	12	11	16	13	15	20	11	12	13	10	0	13	10	11	9	7	11	13	9	12	11	12	11	7	7	9	3
21	20	21	24	24	22	21	21	20	17	19	22	19	16	19	19	18	16	14	19	17	20	19	18	17	16	4	18	20	15	19	14	7	14	17	14	14	16	20	14	14	20	17	15	0	14	13	11	3	15	13	2	13	2	12	5	3	1	9	2
13	14	15	15	16	14	14	13	15	13	14	15	13	12	13	14	13	14	10	14	13	12	13	13	14	10	1	14	14	12	13	12	5	10	12	9	12	11	12	13	12	12	11	12	14	0	12	11	2	12	11	1	10	2	12	4	0	0	9	0
12	15	13	13	15	13	12	12	14	12	14	15	12	13	13	13	14	15	12	13	11	12	11	12	12	10	0	14	12	12	12	13	4	12	11	8	13	11	11	11	12	12	8	10	13	12	0	11	2	10	12	1	11	2	9	3	0	0	8	0
13	13	13	12	12	13	13	12	14	12	13	12	11	13	11	13	12	12	11	12	11	12	12	12	13	11	1	13	12	12	13	11	5	11	13	8	12	11	11	11	11	12	11	10	13	12	11	0	3	11	12	1	11	2	9	3	1	1	7	0
29	7	24	24	12	12	7	5	2	10	3	9	9	3	9	6	5	3	5	7	6	8	5	5	2	3	16	2	4	8	5	5	8	3	5	15	5	7	11	2	1	1	2	8	5	2	1	0	0	3	3	10	2	12	2	10	11	9	2	8
19	18	21	19	18	18	19	18	18	16	19	19	19	14	16	18	18	18	14	18	15	17	16	19	18	16	2	18	17	16	17	16	5	13	17	9	14	16	17	15	15	17	16	14	17	14	14	11	4	0	15	1	15	3	11	4	2	2	8	1
14	16	16	16	15	17	16	17	14	14	16	16	17	13	14	15	15	14	13	13	14	15	14	14	14	12	2	12	14	13	17	12	6	14	13	9	14	13	14	11	14	14	13	12	14	11	13	10	4	10	0	1	12	3	11	2	2	1	7	0
18	3	18	10	13	7	4	3	2	3	4	1	4	2	3	2	3	2	2	2	3	4	1	1	3	2	10	1	1	6	3	6	4	1	2	14	4	7	10	1	2	2	1	9	4	1	1	1	9	2	1	0	3	13	1	10	13	10	1	8
18	18	18	17	17	18	13	16	14	16	15	15	15	11	14	11	14	12	13	12	13	17	12	14	13	8	3	10	13	11	13	15	5	10	12	9	14	10	16	9	11	15	9	12	12	9	10	9	5	10	11	2	0	4	8	3	3	4	7	2
16	3	17	9	11	3	3	2	1	3	3	3	5	1	2	1	1	1	1	0	4	2	0	3	1	1	10	0	2	3	3	4	2	2	2	13	2	8	12	0	1	1	1	8	1	1	0	0	9	2	0	12	2	0	1	15	11	12	1	6
10	14	13	15	15	14	13	14	13	13	12	14	11	11	13	11	13	13	13	11	13	13	9	10	9	8	0	12	12	11	10	11	5	12	10	8	11	10	14	10	11	13	8	12	14	10	12	10	1	9	12	0	9	2	0	2	0	0	9	0
20	5	16	17	16	6	6	10	4	7	5	6	8	2	7	4	5	4	5	5	9	7	3	3	5	3	8	3	3	5	4	6	6	5	4	12	7	12	12	3	4	3	3	13	4	4	2	2	11	4	2	14	3	10	3	0	10	9	3	5
17	2	14	9	7	4	1	2	0	2	1	0	3	1	1	2	3	0	1	2	2	3	1	1	3	1	12	0	1	3	1	4	4	0	2	16	1	6	7	0	1	1	0	6	1	0	0	0	10	1	0	10	2	11	0	8	0	11	0	7
12	1	16	6	9	4	1	2	0	2	2	2	4	0	1	1	1	0	1	0	3	3	0	2	1	1	9	0	1	2	1	4	4	2	1	12	2	5	8	0	1	1	0	9	0	0	0	0	9	1	0	12	2	12	0	9	11	0	0	7
4	8	6	7	7	5	5	7	6	5	5	7	6	6	8	4	7	6	6	4	6	6	3	4	3	4	0	5	5	4	4	7	3	6	3	5	4	6	5	3	6	6	3	4	6	4	5	4	0	3	5	0	6	1	5	1	0	0	0	0
10	2	12	7	8	6	1	3	0	3	1	1	4	2	1	2	1	0	1	2	1	2	2	2	1	1	9	0	2	5	2	2	2	1	0	10	1	4	8	0	1	1	1	5	3	0	0	0	9	1	0	7	1	8	1	6	7	5	0	0
