42
21	17	16	21	19	17	14	21	22	21	19	14	0	18	16	16	15	12	15	12	14	17	18	16	12	17	12	11	16	12	14	13	14	15	14	10	12	9	12	15	15	11
28	24	24	26	22	21	19	22	24	22	23	22	18	0	23	21	20	17	22	17	20	21	19	18	14	16	13	16	18	18	18	16	16	17	17	14	13	15	16	18	15	13
35	27	28	32	25	19	22	24	33	32	24	31	19	21	0	19	24	20	19	18	18	30	21	18	16	25	16	19	17	12	17	18	15	16	14	16	13	9	19	17	12	16
23	20	18	21	19	17	15	19	19	18	21	18	16	18	18	0	17	12	18	16	14	18	18	16	13	16	11	13	17	15	14	16	13	13	16	12	11	13	12	17	15	12
28	23	28	26	21	19	15	21	21	21	18	23	20	21	20	20	0	14	19	15	17	20	19	16	13	16	13	13	17	12	17	14	16	14	15	12	12	12	17	21	13	14
24	24	21	21	19	18	20	20	22	19	17	22	13	18	19	16	14	0	17	16	15	19	15	18	16	19	14	19	15	12	18	17	12	15	14	17	14	12	17	14	11	15
25	22	23	23	20	21	18	23	25	23	21	24	17	23	23	17	18	17	0	16	18	19	16	18	13	18	13	17	17	18	16	16	14	18	16	14	17	13	16	16	16	10
23	23	23	23	21	19	21	21	20	21	19	22	15	16	22	17	19	17	19	0	12	19	19	16	18	17	15	18	18	15	18	18	15	13	15	16	14	14	14	19	17	17
27	26	27	21	19	15	15	18	21	20	18	20	17	24	18	19	18	14	21	13	0	18	16	18	10	17	12	13	17	16	15	12	13	16	15	12	14	11	13	17	11	12
35	32	31	34	23	22	24	24	31	33	24	28	20	21	30	17	20	21	21	18	21	0	26	22	17	26	16	18	18	15	19	17	14	17	16	17	13	12	21	19	12	16
28	24	27	30	25	21	18	25	23	29	23	21	17	20	25	19	24	15	21	17	15	25	0	22	14	20	13	15	18	15	14	15	20	16	16	12	13	12	19	17	12	14
27	23	23	26	22	21	20	23	20	20	18	23	18	17	18	17	20	15	20	14	16	19	17	0	13	22	15	16	18	16	17	15	16	18	16	14	15	11	14	17	11	10
18	18	15	15	15	15	16	18	17	16	14	17	13	14	16	13	11	14	14	15	9	15	12	14	0	16	13	18	13	10	13	15	12	10	13	16	11	11	13	12	11	13
27	26	24	26	21	21	23	22	24	25	20	22	17	20	24	20	18	19	19	19	18	24	17	23	18	0	15	18	16	15	20	18	16	19	16	17	16	13	18	18	15	14
20	19	18	18	17	17	18	21	17	19	17	19	15	13	18	15	13	13	16	13	13	15	13	16	13	18	0	13	15	11	16	14	11	13	14	14	12	9	12	12	12	12
19	19	17	18	18	18	17	19	19	18	17	19	13	16	18	14	14	17	14	17	11	18	14	16	17	16	14	0	14	12	16	17	13	13	15	16	13	11	15	14	11	14
19	17	18	20	16	16	16	17	15	16	15	14	16	17	15	15	16	12	16	15	10	13	17	13	15	14	11	14	0	15	15	14	13	12	14	13	13	13	10	14	15	12
20	18	15	17	19	17	15	20	16	15	15	14	13	15	15	11	15	13	21	16	8	11	16	13	11	12	9	13	15	0	13	13	11	11	13	10	14	12	9	13	14	11
24	21	18	22	21	18	21	22	19	19	19	20	15	17	17	16	14	16	16	15	15	16	15	16	17	19	14	16	18	13	0	19	12	15	16	17	13	12	14	17	13	15
19	19	17	16	17	17	18	19	19	18	16	19	12	15	17	15	12	16	16	14	12	16	14	15	15	16	15	16	15	11	17	0	10	12	17	15	12	13	13	14	11	14
19	18	17	18	18	17	12	19	16	17	17	15	14	15	15	15	17	13	16	15	11	15	15	15	13	16	12	14	15	11	14	15	0	13	13	11	13	10	16	14	12	11
22	20	20	22	19	16	14	19	16	19	17	14	17	18	14	15	18	11	15	11	15	16	18	17	11	18	12	11	15	12	14	13	15	0	15	12	13	9	13	14	11	8
20	17	17	19	17	15	16	19	17	18	17	16	14	16	16	17	16	14	17	15	14	15	17	16	13	15	14	16	15	13	15	15	15	15	0	14	14	13	12	15	13	12
19	19	15	17	16	16	15	18	18	17	15	17	13	16	14	15	12	14	15	14	9	15	14	14	16	15	14	16	15	11	14	16	12	10	13	0	12	11	12	14	12	15
15	14	14	12	15	14	12	15	15	14	15	14	9	12	12	11	11	10	13	14	11	10	12	11	10	12	10	12	12	13	11	12	10	10	14	8	0	11	10	10	11	8
15	16	15	15	14	13	13	16	15	15	15	10	11	14	10	12	14	9	14	11	11	14	11	11	9	13	10	11	12	11	10	10	10	13	12	8	12	0	7	14	10	9
19	18	18	19	17	17	14	19	18	20	15	19	14	14	17	15	15	13	14	16	11	16	15	15	16	15	14	17	16	11	15	16	14	13	14	14	13	12	0	15	12	12
24	20	24	25	20	17	15	18	18	21	16	19	14	17	16	15	21	13	16	14	14	21	20	18	12	16	12	12	17	11	11	12	15	16	14	8	13	10	12	0	12	12
20	17	19	19	17	16	14	18	16	16	19	17	20	18	15	17	18	12	15	14	12	15	16	15	11	13	11	12	17	10	12	13	14	11	15	10	11	13	9	17	0	11
18	16	12	14	15	12	16	16	14	11	12	15	10	10	13	10	9	15	11	11	10	14	11	11	13	12	11	11	11	7	12	13	7	8	10	11	8	7	8	9	7	0
