42
22	24	20	18	21	18	22	19	21	18	18	18	21	18	0	19	17	16	18	16	21	19	17	20	16	15	15	14	20	17	15	14	15	19	18	14	17	15	18	13	15	18
23	25	21	21	21	18	20	17	18	18	20	20	19	17	19	0	17	20	20	18	22	18	20	19	17	20	17	16	17	17	16	15	17	18	19	18	19	16	16	14	15	19
20	19	17	20	19	17	18	17	18	15	14	16	18	14	15	18	0	15	18	15	16	19	16	18	16	15	16	11	18	16	13	16	15	14	16	12	15	15	14	11	13	18
26	27	21	26	21	19	25	15	19	15	24	19	17	17	17	21	19	0	15	18	21	16	22	16	17	23	14	16	17	14	12	14	16	16	17	19	15	18	17	13	15	16
20	21	17	18	18	18	24	20	19	16	15	16	18	15	18	17	16	15	0	15	18	19	14	16	16	14	17	12	18	15	10	15	14	17	18	11	19	11	15	12	14	19
20	17	18	17	17	16	18	15	16	17	16	16	16	17	17	17	14	17	15	0	17	14	13	17	15	14	17	12	16	15	13	16	17	16	16	12	16	14	16	11	15	17
30	30	23	22	27	22	24	19	21	19	19	19	20	20	21	23	20	17	19	16	0	20	24	19	16	17	17	21	16	16	15	18	17	19	17	17	18	15	17	11	16	21
16	21	16	16	15	15	20	17	17	14	15	17	19	15	18	16	15	15	17	15	15	0	13	19	16	13	15	11	18	15	12	14	14	15	16	11	16	14	16	12	13	16
29	23	21	21	26	19	21	16	17	16	18	19	17	17	18	19	17	16	14	14	25	15	0	15	16	17	14	21	15	14	14	17	15	15	14	15	15	16	16	11	16	19
23	23	20	19	24	17	25	21	20	15	15	18	22	17	24	19	19	16	15	17	20	19	18	0	17	15	19	15	16	14	13	14	16	17	18	13	17	14	16	13	15	17
19	19	17	17	18	19	18	16	17	16	15	16	18	15	15	16	16	14	16	15	17	13	14	15	0	14	15	12	17	13	11	15	15	14	16	12	13	14	15	12	13	15
27	24	19	21	18	17	20	15	19	17	18	15	18	16	19	20	14	21	13	16	22	13	21	16	17	0	13	16	16	12	13	15	15	14	15	17	15	14	15	13	14	14
19	17	19	17	17	17	17	18	17	15	15	17	17	16	18	18	16	16	16	17	15	16	14	18	16	13	0	9	17	15	11	16	16	16	16	12	15	15	15	13	15	18
23	24	15	16	17	14	17	10	13	10	14	14	16	11	16	13	8	13	7	9	21	9	19	12	12	12	8	0	10	8	10	14	7	9	10	12	12	8	11	10	12	13
20	22	17	17	20	18	20	17	22	17	16	18	20	18	17	16	18	19	14	15	16	16	15	15	16	13	16	10	0	17	12	16	15	15	16	12	14	12	15	10	13	15
18	19	17	17	15	15	19	16	17	15	18	19	18	16	18	16	15	18	14	14	15	15	15	16	16	13	15	9	16	0	10	14	14	15	14	13	15	14	14	11	14	15
16	18	16	15	16	14	15	13	15	14	16	15	16	15	15	15	15	16	11	13	16	14	15	13	13	13	13	11	14	13	0	12	14	13	13	12	12	11	15	12	14	13
20	20	18	15	20	19	18	16	19	15	14	19	19	18	16	16	16	16	15	15	17	14	15	15	17	13	13	14	16	13	11	0	14	15	16	10	15	13	15	11	13	15
18	16	16	15	15	15	15	15	15	14	14	15	15	13	15	16	13	14	14	15	15	14	13	16	14	13	15	10	14	14	11	13	0	14	14	12	12	15	13	11	14	15
20	20	18	16	18	17	21	17	18	16	16	17	18	16	19	15	15	15	18	15	18	16	14	14	16	15	14	10	19	14	11	14	16	0	15	12	14	11	15	12	14	15
20	21	18	18	21	19	21	18	20	17	16	19	21	18	18	19	17	14	17	17	16	14	14	17	18	17	15	11	19	15	11	17	16	18	0	12	18	13	17	12	14	18
19	18	14	16	12	10	17	11	12	11	18	13	14	13	14	15	10	16	8	13	16	11	17	13	11	14	11	12	10	11	11	9	13	11	10	0	10	9	12	6	12	11
20	23	17	18	20	19	21	18	20	17	15	19	20	18	18	20	17	16	17	14	17	12	15	16	19	18	15	12	19	14	10	15	15	17	18	11	0	11	16	12	13	18
19	20	18	18	15	15	19	16	17	13	15	16	16	15	16	20	16	15	15	15	15	16	17	17	15	13	16	11	17	14	11	15	15	16	14	13	15	0	13	13	13	16
17	17	16	16	16	14	17	15	14	15	16	14	17	15	16	17	12	16	13	15	18	14	13	14	15	13	12	12	13	11	12	13	13	14	14	11	14	9	0	10	13	15
14	13	14	14	13	12	13	12	13	13	13	12	13	13	13	13	13	13	11	14	13	11	11	11	12	12	12	10	12	10	11	12	13	13	12	10	12	9	13	0	11	13
20	16	13	15	16	11	16	12	12	12	15	13	13	11	15	14	10	15	11	11	14	10	15	13	12	10	10	12	10	10	11	9	12	11	10	13	11	10	12	10	0	12
19	20	18	18	23	20	19	17	18	17	16	21	20	17	18	20	15	17	18	16	17	15	14	17	17	16	15	14	18	16	13	16	16	18	18	13	17	12	17	11	14	0
