47
21	20	18	20	18	19	13	19	18	17	19	20	19	20	19	17	16	15	13	14	18	17	0	17	13	15	18	16	15	18	17	14	17	10	17	15	15	14	11	12	10	13	13	12	9	13	17
24	26	22	26	29	23	17	22	24	20	22	22	25	24	24	23	19	19	14	15	23	22	16	0	21	17	23	20	17	19	19	17	24	13	21	21	15	18	13	15	15	14	18	14	12	13	20
17	17	15	20	20	17	17	18	21	17	19	16	17	16	14	18	15	17	15	15	18	15	13	15	0	14	17	15	15	13	13	15	14	14	15	12	10	20	12	10	12	15	13	14	12	12	16
17	17	18	17	15	17	13	15	16	14	16	16	17	16	14	16	11	14	15	14	14	16	11	13	14	0	13	11	13	13	14	12	13	13	14	10	8	12	10	10	13	13	12	14	12	11	13
25	21	23	25	23	20	15	21	21	21	22	21	23	21	23	20	19	18	15	17	22	19	17	22	17	17	0	16	17	19	18	18	21	13	20	17	16	17	14	14	14	15	14	13	12	13	19
23	20	20	24	22	21	15	20	21	16	19	17	18	18	19	18	20	16	15	14	21	16	15	21	17	14	17	0	17	15	18	14	18	12	16	18	14	17	13	16	16	15	17	13	11	14	18
18	17	19	18	17	18	14	19	19	17	18	18	18	19	17	17	16	16	15	15	18	16	15	17	14	15	18	15	0	16	17	14	17	12	16	14	13	13	12	12	14	14	13	13	11	13	15
23	21	21	23	20	22	17	22	22	20	22	21	22	22	22	21	18	18	16	17	20	18	19	20	16	18	22	18	18	0	18	17	19	13	19	18	16	17	12	14	13	17	16	14	11	15	19
20	18	20	22	20	20	16	20	20	17	20	19	19	20	20	18	19	17	14	15	19	18	17	18	16	17	19	18	18	17	0	13	19	14	18	17	14	16	11	12	13	15	15	13	11	12	19
18	16	17	20	20	15	16	14	17	15	17	16	16	17	17	16	15	15	15	15	14	16	11	18	19	14	14	14	15	14	14	0	17	14	15	14	8	16	13	13	12	15	18	14	11	11	16
23	23	22	25	24	22	17	21	19	20	21	20	23	21	21	24	18	17	16	15	22	22	15	20	16	18	19	17	17	17	19	15	0	13	20	19	12	16	14	12	15	15	17	14	12	14	18
13	15	14	17	13	14	18	14	14	13	13	15	12	15	12	16	14	15	13	12	15	14	13	12	14	12	13	12	13	12	15	12	12	0	11	9	10	14	13	10	12	14	12	13	12	12	12
20	21	19	21	23	20	16	19	19	19	20	22	20	19	22	20	17	17	15	16	19	18	15	18	17	15	17	16	16	18	17	15	19	13	0	16	13	14	11	12	14	15	14	14	11	13	16
22	19	20	21	20	21	15	20	19	18	19	19	20	20	19	19	18	17	14	13	15	16	15	17	16	15	17	16	17	16	16	14	18	11	17	0	11	13	10	10	15	13	15	13	9	12	15
18	15	17	17	16	16	12	17	16	15	17	16	16	17	18	15	15	13	12	14	16	14	16	16	12	14	17	15	13	15	13	12	16	10	14	14	0	13	11	9	10	13	12	11	11	12	15
21	16	18	25	24	18	19	20	19	16	18	17	20	19	16	20	20	19	15	16	22	16	11	21	20	13	15	18	15	14	17	12	18	13	15	17	10	0	14	13	17	18	13	11	15	13	16
14	14	16	16	13	12	13	14	10	10	13	12	12	13	8	15	15	11	10	9	11	11	10	13	11	11	9	7	10	12	10	10	11	11	10	8	5	9	0	7	11	10	7	10	10	6	10
21	19	17	25	16	17	18	18	14	15	15	14	14	16	17	13	17	14	13	12	15	14	14	15	18	11	14	19	14	13	16	15	14	14	11	13	10	15	11	0	16	13	20	11	9	10	15
15	13	15	15	13	15	14	16	12	13	13	16	14	19	13	14	14	14	13	13	17	13	12	15	14	12	15	11	12	14	12	11	13	11	13	12	10	12	12	12	0	12	9	11	11	10	12
17	16	17	18	16	16	15	18	18	14	18	14	16	17	15	15	15	15	13	13	17	15	13	16	15	12	12	14	15	12	15	10	15	14	11	13	8	15	12	9	13	0	12	13	12	12	13
22	22	17	25	19	16	17	15	16	15	14	17	16	16	15	14	15	10	12	12	14	15	8	18	12	13	15	21	13	12	14	16	14	11	10	8	7	10	9	15	9	10	0	10	7	9	11
14	15	15	15	14	14	14	12	15	14	15	14	14	14	13	14	12	14	14	12	13	15	11	13	14	14	13	12	13	13	13	14	14	13	14	13	9	12	10	9	12	13	12	0	11	11	14
14	13	14	15	15	14	16	14	15	14	14	14	14	15	14	15	14	15	13	14	15	12	12	14	13	13	13	13	14	14	14	13	14	13	14	12	11	14	14	12	13	15	11	12	0	14	13
17	16	15	17	16	17	14	15	13	13	15	15	14	16	15	16	14	13	11	12	16	13	13	16	14	13	11	14	12	11	14	10	14	13	12	13	9	14	12	10	14	13	10	10	10	0	13
19	20	20	21	20	21	17	19	19	18	22	20	19	21	20	18	17	17	16	14	17	18	16	17	19	15	16	16	17	17	18	15	19	14	17	19	11	15	10	12	15	14	14	14	10	13	0
