53
24	22	20	25	23	19	18	20	21	17	18	20	19	17	16	19	22	19	19	17	0	21	18	19	17	16	19	14	18	15	19	19	19	17	19	18	14	14	16	16	14	16	17	13	13	18	15	19	15	16	16	11	16
21	22	21	24	23	19	17	22	22	20	17	20	20	19	18	19	20	19	22	18	18	0	20	21	15	17	22	13	15	16	19	19	20	18	20	21	16	14	17	18	15	19	18	14	13	18	16	21	14	15	13	13	16
22	20	25	24	21	20	20	21	19	19	19	20	21	17	17	19	20	20	23	17	18	18	0	20	16	15	24	14	17	14	19	18	17	17	20	23	17	14	16	19	13	17	17	16	14	17	16	18	16	17	15	12	16
26	21	20	24	22	18	16	19	19	16	16	15	17	18	16	19	21	16	16	16	17	17	16	0	15	13	17	14	17	14	19	14	16	13	17	16	11	14	14	13	12	16	14	12	13	14	10	17	14	18	14	9	15
21	15	21	19	17	16	16	17	16	17	15	13	14	13	14	17	18	16	16	16	15	14	14	18	0	13	16	14	16	13	16	14	13	12	15	14	11	13	17	12	13	14	13	13	14	14	13	16	13	14	15	11	15
20	18	19	20	19	17	17	19	19	18	16	18	18	17	16	18	18	19	18	16	18	19	17	16	14	0	18	15	16	17	17	19	18	17	19	19	13	13	17	18	14	17	19	14	12	17	15	18	13	14	13	14	16
28	28	29	29	29	23	20	22	21	21	20	23	20	19	18	22	24	21	25	20	21	21	23	24	15	18	0	14	17	15	20	20	20	17	21	21	18	17	19	19	13	19	19	15	14	18	16	20	16	18	14	12	18
20	15	20	18	17	16	15	18	17	17	16	16	14	14	12	15	15	17	15	18	13	15	13	15	13	16	15	0	16	14	14	14	14	15	16	15	11	12	15	15	14	13	14	16	13	14	13	14	14	14	13	13	12
19	17	21	19	18	17	16	17	17	17	17	16	15	16	13	17	17	14	18	17	15	14	15	16	14	15	15	15	0	14	14	14	13	15	17	14	12	14	16	12	13	14	14	15	15	15	13	15	14	14	16	11	15
17	15	17	18	18	17	15	17	18	15	18	17	17	15	15	16	15	16	18	16	15	16	15	14	13	17	15	15	13	0	14	17	16	16	16	16	14	15	16	15	13	15	16	14	11	15	14	16	13	14	11	14	13
20	20	20	23	21	18	19	20	20	20	15	18	18	18	18	18	19	19	19	15	18	19	20	19	15	17	21	14	16	15	0	19	17	17	19	19	14	14	16	14	12	16	16	14	13	17	16	19	13	14	14	11	16
22	17	20	21	19	18	19	21	22	18	18	18	21	18	18	18	19	21	20	17	18	19	19	19	15	18	19	14	16	16	20	0	19	19	20	20	15	14	16	19	15	17	18	16	13	19	15	18	15	14	14	13	18
21	16	19	20	19	17	18	21	19	19	18	20	20	19	18	20	19	20	21	17	18	19	19	16	15	18	18	13	15	15	19	20	0	20	20	20	15	12	17	18	14	17	18	14	12	17	15	19	13	14	13	11	17
21	15	19	20	20	18	17	21	18	20	17	21	20	19	16	18	19	20	18	15	17	19	17	17	14	17	18	13	16	15	19	18	19	0	20	19	15	11	16	18	12	18	17	15	11	16	13	19	13	14	12	11	16
19	17	22	21	18	17	18	19	19	19	17	18	18	18	17	17	20	19	19	17	15	17	18	18	16	17	18	13	18	15	18	19	17	17	0	19	16	13	18	18	14	18	19	15	14	17	16	18	15	16	14	13	18
21	20	23	27	23	20	20	22	20	19	20	20	21	20	17	19	22	22	25	18	17	19	25	20	17	16	23	14	18	16	20	21	18	18	20	0	18	15	18	19	16	18	19	15	14	20	18	19	16	16	16	14	18
17	11	17	20	18	15	15	18	17	17	17	17	20	16	12	15	19	16	18	14	14	15	15	14	11	15	16	12	15	12	15	16	14	16	17	17	0	9	16	15	12	15	17	14	10	15	11	17	10	15	11	10	15
18	18	19	20	19	18	17	17	17	16	15	16	16	16	15	16	15	17	19	15	15	15	16	15	12	17	17	17	15	16	15	16	16	14	16	20	12	0	14	17	13	14	17	14	12	15	13	15	13	13	13	14	14
22	18	20	22	18	18	15	17	16	15	16	16	18	15	13	15	17	17	17	16	15	15	14	17	15	14	15	14	16	13	15	15	14	14	15	15	15	12	0	14	12	15	14	16	14	16	13	16	13	15	11	12	15
17	17	18	22	17	16	17	19	17	16	16	16	18	16	15	16	17	19	16	15	17	16	16	14	14	17	18	13	14	15	16	16	14	16	18	19	14	12	15	0	11	17	20	13	11	14	14	17	10	15	9	11	13
16	13	15	15	15	15	14	15	15	13	15	14	14	13	14	14	15	14	15	15	14	13	13	14	11	14	13	12	12	12	15	13	13	13	13	13	11	14	14	11	0	13	13	14	12	15	10	15	14	12	13	11	14
19	13	17	18	18	17	16	19	17	19	17	18	20	17	16	17	19	19	18	14	16	17	16	12	13	17	14	12	14	15	17	17	17	17	19	16	16	11	17	16	13	0	17	12	10	16	11	18	11	14	10	11	14
20	18	19	21	18	17	19	20	18	18	17	18	18	18	17	18	19	18	19	17	17	17	17	17	14	19	17	13	16	15	17	18	19	18	20	18	15	12	17	20	14	17	0	14	11	17	15	18	12	14	12	12	17
18	12	18	16	15	17	15	18	16	17	15	16	15	16	12	15	16	16	15	16	16	15	14	14	14	14	13	13	17	14	14	14	15	16	16	15	12	13	16	13	14	16	13	0	14	15	13	16	14	13	15	13	14
14	11	14	12	13	14	12	13	13	12	13	12	11	11	10	13	13	13	12	15	13	11	13	13	13	11	15	12	13	11	11	12	12	11	12	12	9	12	12	10	13	12	12	13	0	12	11	12	13	12	13	10	13
20	17	20	21	19	18	17	19	19	18	17	17	18	18	17	18	20	18	19	17	16	17	16	19	16	16	18	14	18	15	17	16	16	17	18	20	15	15	18	14	12	16	17	15	13	0	15	19	16	13	16	12	16
20	15	17	16	17	15	15	20	17	17	15	16	14	15	15	15	18	16	17	14	15	14	15	15	15	12	15	12	15	13	17	15	15	15	15	13	12	11	15	12	12	15	14	13	14	17	0	15	12	14	13	10	15
22	22	20	22	25	19	17	19	20	20	16	23	19	19	18	19	21	18	20	15	19	18	17	19	15	17	21	15	16	16	21	18	19	18	20	19	15	16	17	16	12	18	18	14	12	16	14	0	14	16	13	12	16
18	14	19	18	16	16	15	16	15	15	19	13	16	14	12	14	18	14	14	14	14	13	15	16	15	12	14	13	18	13	12	13	12	12	15	16	14	11	16	13	12	13	12	14	14	13	12	14	0	15	15	11	13
18	17	15	20	17	16	14	16	16	16	17	14	17	15	14	16	18	15	17	14	19	13	13	17	12	12	13	12	15	13	14	13	15	13	15	13	10	13	13	11	10	15	12	13	13	14	11	14	13	0	15	9	13
21	12	20	17	15	16	16	16	16	14	17	12	12	14	14	14	16	15	13	15	14	13	12	19	17	13	14	15	15	13	14	13	10	11	13	13	11	13	15	11	12	13	12	15	13	15	12	14	15	14	0	11	14
14	9	13	14	12	15	12	15	13	11	12	12	12	11	10	12	12	15	13	14	13	14	11	12	13	12	12	11	11	13	11	12	11	11	11	11	10	12	15	9	12	13	11	12	11	12	10	14	11	12	11	0	10
18	15	17	18	18	16	18	19	18	18	16	18	16	17	16	18	18	17	18	16	16	15	16	17	16	15	18	14	16	14	18	16	16	16	18	18	15	13	17	15	13	16	17	15	13	18	16	17	15	14	14	12	0
